// CXL Trace automatically generated
// Format: <R/W> <Address(hex)> <Time(us)> <CompressionRatio(%)>
// Parameters: 500 pages, 0.03 us avg interval, 10000 requests

R 0x51bcbc8280 152.819 54.1
R 0x17fcce240 152.864 46.2
R 0xe7ecbe500 152.941 45.6
R 0x2ec8f4e600 152.966 49.8
R 0x6795922800 152.970 54.6
R 0x2be60d0800 153.031 54.9
R 0x3182e5f200 153.065 46.7
R 0x36aefc4fc0 153.085 48.6
R 0x3182e5f5c0 153.106 51.3
R 0x1eebecd40 153.131 51.7
R 0x3af540bf40 153.155 48.5
R 0x7d33692780 153.182 48.3
R 0x5bb4bdd3c0 153.192 54.6
R 0x2e080bf5c0 153.211 46.5
R 0x2f149c3a80 153.211 46.6
R 0x6b162e1180 153.231 53.9
R 0x43b373e40 153.236 53.5
R 0x7bea479c40 153.269 47.0
R 0x2f1d8b57c0 153.333 45.3
R 0x5cabc90700 153.341 54.1
R 0x2ec0df8e80 153.349 53.1
R 0x9ff8f1000 153.381 46.9
R 0x44c71e1480 153.417 47.2
R 0x5fc3cf7040 153.425 48.7
R 0x71dfc8b080 153.425 54.9
R 0x5abf100840 153.445 53.0
R 0x16382588c0 153.492 47.9
R 0x47b32862c0 153.517 51.6
R 0x1e2f3936c0 153.525 52.9
R 0x72d8cd37c0 153.615 48.0
R 0x100790f4c0 153.635 48.9
R 0x42fd0433c0 153.690 45.4
R 0x71dfc8b0c0 153.779 51.1
R 0x45827d9080 153.817 49.5
R 0x55f380700 153.848 45.6
R 0x5311671080 153.874 52.2
R 0x1dafccb80 153.944 49.7
R 0x4e5db9c540 154.173 45.4
R 0x36e4046840 154.234 53.5
R 0x7ebfd54c80 154.244 50.7
R 0x7b0f5e4ec0 154.249 48.4
R 0x6c91c64240 154.264 45.2
R 0x7b6ff7a040 154.372 49.9
R 0x249df8e3c0 154.409 45.6
R 0x58870bf980 154.424 50.7
R 0x1fa98ba280 154.454 53.3
R 0x4347f40280 154.486 45.3
R 0x57ae0ffe00 154.576 48.1
R 0xb07bb6300 154.649 46.8
R 0x5613939800 154.656 50.3
R 0x3a62db2fc0 154.703 48.2
R 0x51c4748600 154.742 54.0
R 0x4f34429f00 154.797 51.4
R 0x71dfc8b100 154.838 48.7
R 0x5cabc90f80 154.864 45.3
R 0x70da124c80 154.872 53.2
R 0x216cb89f80 154.915 52.7
R 0x4497712d40 154.928 52.9
R 0x7b0b630780 154.958 45.4
R 0x484489df80 154.997 54.9
R 0xa3455a680 155.002 52.5
R 0x581b093080 155.008 45.1
R 0x7519220500 155.011 46.0
R 0x60667c2700 155.058 53.8
R 0x4a12977240 155.071 49.5
R 0x4335740540 155.086 45.5
R 0x24fe9b1140 155.099 47.3
R 0x2978748080 155.120 53.4
R 0x25df09f980 155.134 47.9
R 0x426e416580 155.157 49.3
R 0x3158dd21c0 155.165 47.6
R 0x4ed9316040 155.203 50.2
R 0x12b7928300 155.233 51.4
R 0x403f21fbc0 155.302 48.6
R 0x3b968f0d40 155.308 54.0
R 0x5b3a6e3ec0 155.314 49.8
R 0x36e40462c0 155.358 50.3
R 0x55a4f57cc0 155.386 54.1
R 0x63ec2d5c80 155.484 52.3
R 0x1aadedb900 155.488 48.3
R 0x24ca9a1980 155.537 49.2
R 0x21ec5c0800 155.573 52.4
R 0x69b2815080 155.595 51.3
R 0x2910144440 155.599 53.8
R 0x5dabaa98c0 155.624 52.8
R 0x5024860d40 155.631 48.8
R 0xe2d377140 155.636 51.7
R 0x6c91c64380 155.640 47.1
R 0x6b8515e900 155.655 50.2
R 0x5203c28f40 155.665 47.8
R 0x6a0eb15300 155.678 48.8
R 0x5f69eee00 155.681 48.6
R 0xfc8042040 155.700 54.0
R 0x2b577af880 155.739 49.4
R 0x2f1d8b5180 155.820 52.7
R 0x4ed93164c0 155.833 50.6
R 0x1eebec100 155.841 53.3
R 0x17055f6140 155.870 45.0
R 0x70164aea40 155.903 54.1
R 0x6c91c64440 155.942 53.1
R 0x2572d6ac40 155.960 51.9
R 0x1141d80ac0 155.981 52.6
R 0x7cc8aeb900 155.997 45.6
R 0x393a407880 156.004 45.4
R 0x3c07015840 156.015 47.5
R 0xd837c9380 156.040 50.3
R 0x21ec5c0fc0 156.047 48.5
R 0x2fbf6f1d80 156.047 46.4
R 0x28cbc7f780 156.058 47.4
R 0x704b86d200 156.087 46.0
R 0x2af0bd34c0 156.090 54.0
R 0x46abc7ff80 156.095 53.8
R 0x2f6cc25980 156.170 52.5
R 0x65d2084e80 156.243 52.0
R 0xddbe89dc0 156.267 47.0
R 0x546d104e80 156.391 51.4
R 0x776ba0dcc0 156.402 53.1
R 0xc179a8b00 156.408 51.1
R 0x1141d803c0 156.450 45.9
R 0x747dddfc40 156.469 52.5
R 0x3685296580 156.470 53.6
R 0x44a754afc0 156.484 49.0
R 0x10b2190dc0 156.510 54.6
R 0x727fb31c00 156.527 46.9
R 0x2e080bfc80 156.559 52.6
R 0x2f3f1aeac0 156.662 48.0
R 0x11f8fa5000 156.709 52.4
R 0x65e2aba700 156.730 45.6
R 0x44bfa6b7c0 156.794 52.9
R 0x4e54883080 156.795 54.1
R 0x5cabc90a00 156.804 45.4
R 0x2ed111cac0 156.842 45.3
R 0x2482e32c00 156.891 45.9
R 0x1aadedb7c0 156.897 46.4
R 0x1c63dfe580 156.906 45.4
R 0x6fb1119840 156.934 51.4
R 0x3bbfdd0ec0 157.007 52.5
R 0x45768d3180 157.009 48.9
R 0x3d93220a00 157.013 53.9
R 0x4ed9316c80 157.017 47.2
R 0x450ef8bfc0 157.021 51.5
R 0x16382586c0 157.026 52.8
R 0x7b0b630300 157.028 48.2
R 0x7ff74ea6c0 157.071 52.4
R 0x6134e74f00 157.116 50.0
R 0xe0b43fbc0 157.143 53.3
R 0x7be58f880 157.148 47.2
R 0x39ceabddc0 157.164 51.6
R 0x6a0817a4c0 157.236 50.3
R 0x5e04e300c0 157.252 52.4
R 0x7819ab1340 157.257 54.8
R 0x3ab08451c0 157.377 45.6
R 0x3f38141980 157.520 52.3
R 0x1277cc1a40 157.520 53.7
R 0x6d47d8f800 157.550 52.5
R 0x3bbfdd05c0 157.582 45.9
R 0x572282f8c0 157.602 50.2
R 0x599b887a80 157.619 54.0
R 0x75ff746400 157.672 53.3
R 0x6a0706fe40 157.763 48.2
R 0x28b0c06780 157.769 49.3
R 0x302d235440 157.799 51.4
R 0x76790d8580 157.823 49.0
R 0x2152f5e800 158.010 47.9
R 0x7831c61980 158.080 46.1
R 0x24fe9b1c80 158.092 50.8
R 0x1fecb903c0 158.242 50.9
R 0x2bb137b1c0 158.247 52.4
R 0x76b455bb40 158.250 47.4
R 0xe07f87e00 158.263 47.6
R 0x2f3f1aefc0 158.350 54.6
R 0x2e05c8aa40 158.379 52.8
R 0x64d209c0c0 158.466 46.8
R 0x49a3e15700 158.472 49.9
R 0x5b89c5c340 158.485 47.9
R 0x65e2abaa00 158.485 49.8
R 0x57a33c5f80 158.573 49.8
R 0xeb1542bc0 158.580 46.4
R 0x6a0817ac00 158.676 48.5
R 0x5fc3cf7f80 158.736 48.4
R 0x2ca15f84c0 158.739 52.8
R 0x58870bf200 158.791 53.3
R 0x68c2eddfc0 158.800 50.1
R 0x7e00c239c0 158.802 54.3
R 0x5cab941740 158.919 53.1
R 0x36852961c0 158.927 54.4
R 0x6a8f363fc0 159.098 54.7
R 0x3f28b4e840 159.106 53.4
R 0x5c00b528c0 159.131 46.7
R 0x13231971c0 159.140 48.2
R 0x46ade4fb80 159.156 53.3
R 0x651a448f80 159.165 45.2
R 0x57a33c5f40 159.240 53.8
R 0x4c17ec5940 159.254 50.0
R 0x1c98113d80 159.281 50.5
R 0x302e596000 159.310 50.0
R 0x4e5db9c080 159.327 54.5
R 0x4f759dc340 159.336 45.5
R 0x6a050a3440 159.373 51.0
R 0x57ae0ff780 159.392 51.3
R 0x7855e323c0 159.435 51.2
R 0x2e132d6a40 159.569 49.3
R 0x572282f280 159.572 49.8
R 0x275ede100 159.600 48.9
R 0x60d2dc5ac0 159.609 46.7
R 0x2e132d6140 159.622 53.1
R 0x4038dad480 159.681 46.2
R 0x1b53700000 159.694 47.0
R 0x619b2ae100 159.754 47.9
R 0x71d40e8c40 159.788 45.0
R 0x65edd04800 159.795 45.6
R 0x1495374bc0 159.850 48.4
R 0xce005a5c0 159.876 51.0
R 0x2fba4f8400 159.893 51.0
R 0x2f1d8b52c0 159.911 50.4
R 0x5388dd9640 159.913 48.8
R 0x485d9724c0 159.926 54.1
R 0x3ea71527c0 159.975 50.8
R 0x291dec1340 159.990 45.3
R 0x175c283340 160.006 52.3
R 0x6651771b40 160.041 53.1
R 0x2264fba780 160.074 53.8
R 0x7440f82ac0 160.076 54.3
R 0x2ca15f8e00 160.176 48.3
R 0x68c2eddec0 160.185 49.2
R 0x6e0fcf6580 160.283 51.0
R 0x39ceabd0c0 160.303 46.0
R 0x65e2aba980 160.332 47.0
R 0x42eaefbc00 160.394 53.4
R 0x2a9fc82840 160.418 53.2
R 0x36aefc4740 160.463 52.5
R 0x3899db3780 160.476 51.3
R 0x76f672c280 160.491 52.3
R 0x7819ab1e40 160.497 45.6
R 0x1695c0d980 160.551 52.4
R 0x6d47d8f900 160.552 52.7
R 0x375ca1e140 160.559 48.7
R 0x7df85977c0 160.565 49.0
R 0x20493ceb80 160.617 53.9
R 0x43bfce15c0 160.632 48.2
R 0x5f69ee780 160.678 51.2
R 0x33fa97cc00 160.695 49.9
R 0x21b6ff3c00 160.875 53.8
R 0x333389ef80 160.878 53.9
R 0x6258fd2a40 160.883 47.2
R 0x2eeae21500 160.924 45.8
R 0x55f380180 160.937 54.8
R 0x2eca03480 160.945 53.4
R 0x4915089140 160.982 49.2
R 0x26981db80 160.992 53.0
R 0x5602d8e9c0 161.091 53.7
R 0x5388dd9e00 161.103 50.6
R 0x7adbd94840 161.121 48.0
R 0x465f27dd40 161.132 46.8
R 0x6596437a00 161.191 46.0
R 0x3d932209c0 161.199 54.4
R 0x727fb31480 161.206 49.6
R 0x7b0b6305c0 161.222 53.5
R 0x740bed5dc0 161.229 53.9
R 0x68287c080 161.239 48.5
R 0x20d6fc880 161.301 46.5
R 0x5af24adc80 161.313 54.4
R 0x7df8597100 161.326 52.9
R 0x22f4299500 161.370 45.0
R 0x4d1a2bf140 161.412 55.0
R 0x6bd4a1db80 161.440 46.6
R 0x45827d9b40 161.448 46.4
R 0x58c84d2580 161.456 51.1
R 0x63ade2abc0 161.508 54.8
R 0x11f8fa5240 161.518 47.1
R 0x38b17c7340 161.531 52.7
R 0x3158dd2200 161.645 48.3
R 0x6b162e1800 161.667 52.8
R 0x617b23fa40 161.669 50.6
R 0x3158dd29c0 161.716 46.1
R 0x1695c0d4c0 161.761 51.3
R 0x7cc8aeb4c0 161.776 47.0
R 0x5af24ad480 161.805 54.5
R 0x5034d16800 161.828 48.7
R 0x6b2808fc0 161.868 53.4
R 0x5fffa6e540 161.883 47.8
R 0x2b66ce2940 161.886 50.1
R 0x77760f7840 161.897 49.8
R 0x428af10d80 161.950 52.8
R 0x5c00b52b80 161.980 51.0
R 0x599b887080 161.996 49.0
R 0x94da8ee40 161.998 48.7
R 0xdd520f280 162.021 49.7
R 0x5654eb44c0 162.081 51.9
R 0x7e4a3ed680 162.106 49.2
R 0x16f1c3600 162.133 53.2
R 0x4c1481e900 162.166 50.3
R 0x22f4299ac0 162.187 52.6
R 0x46abc7f8c0 162.208 47.7
R 0x3a2eaf7240 162.263 46.5
R 0x5311671d00 162.286 46.7
R 0x17fcced40 162.348 46.8
R 0x2ec0df8700 162.352 50.3
R 0x3233d0dc80 162.391 49.6
R 0x5edf121180 162.403 47.5
R 0x57b3eb9b80 162.410 54.8
R 0x7bc7cbf1c0 162.423 45.4
R 0x6a0817aa80 162.443 46.8
R 0x77201f7040 162.450 54.8
R 0x653dfd0240 162.456 51.0
R 0xfc8042d80 162.456 51.1
R 0x40ec41e980 162.555 53.5
R 0x39ceabd200 162.563 54.4
R 0x1b53700740 162.602 45.3
R 0x4eee6452c0 162.622 51.6
R 0x24fe9b1880 162.687 46.9
R 0x4d1a2bfe00 162.689 46.7
R 0x551a9a2fc0 162.700 49.2
R 0x45768d3f80 162.700 50.3
R 0x16c3682380 162.703 53.8
R 0x740bed5900 162.709 49.9
R 0x2bfab56cc0 162.796 46.6
R 0x10e2c77a40 162.807 53.8
R 0x6795922340 162.854 45.8
R 0x7b0f5e46c0 162.856 50.9
R 0x7519220740 162.859 49.8
R 0x4c03e79540 162.863 49.1
R 0x4ac024fc80 162.934 48.4
R 0x1760d00680 162.937 50.6
R 0x2473143e00 162.964 52.2
R 0x1f108df880 162.989 50.6
R 0x5fc07ba480 163.080 53.2
R 0xe7ecbeac0 163.133 45.3
R 0x5fc07bad00 163.153 46.4
R 0x465f27d840 163.213 45.2
R 0x271523180 163.232 54.6
R 0x5d65fa95c0 163.250 51.7
R 0x66f0441d40 163.260 47.2
R 0x7bc7cbfa80 163.277 48.1
R 0x73492a50c0 163.301 51.0
R 0x43bfce1480 163.315 50.7
R 0x4817d8bec0 163.325 51.9
R 0x4ac024fe00 163.361 54.7
R 0x5654eb4d40 163.391 48.4
R 0x6210703080 163.473 46.4
R 0x291dec1f40 163.494 48.7
R 0x9db8adfc0 163.538 51.6
R 0x4a3f70c3c0 163.540 49.5
R 0xeb1542f00 163.552 54.3
R 0x2f1d8b5640 163.563 48.2
R 0x2eeae21000 163.613 54.2
R 0x7782271140 163.621 47.1
R 0x402f31e600 163.633 48.0
R 0x6e0fcf6780 163.642 52.5
R 0x65004964c0 163.661 53.9
R 0x5311671340 163.791 48.1
R 0x5c26bd29c0 163.869 53.5
R 0x6e810ad780 163.895 45.2
R 0x5b89c5c840 163.910 51.5
R 0x3c98e5d900 163.914 54.0
R 0x5a6d167c0 163.934 52.7
R 0x24518d3b00 164.029 53.7
R 0x7024f62300 164.029 47.8
R 0x3e6a6cf540 164.055 47.1
R 0x23f7ee2640 164.085 52.1
R 0x741992bc40 164.111 50.8
R 0x6e0fcf68c0 164.149 48.3
R 0x4276ddf280 164.273 49.0
R 0x69d9c9e5c0 164.378 50.6
R 0x2bfab56a80 164.398 51.8
R 0x6596437e00 164.430 53.5
R 0x41d2233fc0 164.439 46.9
R 0x375ca1ed80 164.439 45.2
R 0x6b38dfc0c0 164.440 46.8
R 0x5024860b40 164.487 45.9
R 0x214848a40 164.689 48.2
R 0x47a648ac80 164.707 45.3
R 0x40ec41eac0 164.750 46.5
R 0x6210703240 164.752 50.0
R 0x76e590cac0 164.761 46.5
R 0x7bc7cbf500 164.769 50.1
R 0x103f6bc400 164.783 49.9
R 0x1ee4423900 164.784 49.3
R 0x4bf0712440 164.834 46.9
R 0x4c17ec5b80 164.837 46.1
R 0x24fe9b1b40 164.882 45.7
R 0x5b3a6e3580 164.926 52.6
R 0x68287c1c0 164.942 50.8
R 0x34200d1e80 164.947 52.8
R 0x9ad0a8200 165.000 53.1
R 0x3ea7152340 165.032 53.6
R 0x17b4bcad80 165.044 49.8
R 0x67e8cec4c0 165.045 45.0
R 0x5fc07ba740 165.083 46.8
R 0xe7ecbe980 165.096 50.7
R 0x2e05c8ad40 165.119 49.4
R 0x5fc3cf7980 165.135 54.4
R 0x503028a4c0 165.185 48.6
R 0x759fe8ddc0 165.195 50.9
R 0x3d93220b80 165.205 51.6
R 0x581b093bc0 165.245 47.2
R 0x402f31e900 165.247 53.5
R 0x17fcce340 165.274 53.2
R 0x366fd2d0c0 165.281 47.1
R 0x484489d980 165.301 47.9
R 0x76b70c4600 165.331 48.9
R 0x63ade2aac0 165.405 47.7
R 0x100790f540 165.507 53.6
R 0x3a62db2f80 165.564 46.2
R 0x19c55e74c0 165.587 48.9
R 0x75ff746500 165.593 48.1
R 0x5fffa6ee40 165.594 50.3
R 0x710e27c7c0 165.609 52.2
R 0x136445e600 165.613 50.1
R 0x2fba4f8c00 165.616 53.4
R 0x1ee4423880 165.636 50.1
R 0x291f0df980 165.642 49.7
R 0x5b89c5cac0 165.655 53.4
R 0x69b87a3740 165.676 53.2
R 0x2eca03f00 165.699 50.5
R 0x20493ce0c0 165.703 48.6
R 0x2af0bd3d80 165.710 46.7
R 0x188c2d7d00 165.714 45.7
R 0x70164ae4c0 165.747 46.7
R 0x54375eadc0 165.761 45.5
R 0x6a0817a380 165.769 53.4
R 0x3a04053540 165.769 53.1
R 0x5024860340 165.803 53.0
R 0x3685296f80 165.848 49.4
R 0x36852963c0 165.921 45.4
R 0x7a9c9abd40 165.934 54.4
R 0x6d47d8fd00 165.975 46.3
R 0x465a122740 165.994 47.4
R 0x11f8fa5b00 166.021 49.1
R 0x2910144280 166.025 48.4
R 0x58c84d2c80 166.026 50.0
R 0x5507a3ad40 166.055 50.1
R 0x3a2eaf7e80 166.057 49.1
R 0x60667c2fc0 166.072 47.3
R 0x65a70f1800 166.104 45.7
R 0x76b70c4540 166.128 54.6
R 0x71ed86a800 166.142 45.4
R 0x3fe5530f00 166.189 49.4
R 0x465a122080 166.217 54.3
R 0x5c18091940 166.227 47.9
R 0x66ad8140c0 166.275 51.9
R 0x3158dd2f00 166.369 53.6
R 0x3ab0845e00 166.384 45.6
R 0x5c26bd2f80 166.456 47.8
R 0x7d1451d440 166.505 49.8
R 0x42eaefb240 166.524 51.0
R 0x3101795600 166.527 52.7
R 0x23f7ee2840 166.528 47.1
R 0x375ca1ef00 166.540 48.7
R 0xa3455ae40 166.560 47.2
R 0x6e79b3ae80 166.605 53.2
R 0x6a050a3d40 166.605 49.7
R 0x2b66ce2900 166.640 54.9
R 0x5b89c5c980 166.649 49.8
R 0x60667c26c0 166.682 51.6
R 0x188c2d7f40 166.690 53.2
R 0x1c98113e00 166.751 49.2
R 0x426e416bc0 166.778 54.7
R 0x1e2f393340 166.785 47.1
R 0x17b4bca080 166.809 51.6
R 0x78114ad540 166.881 47.2
R 0x5388dd9d80 166.939 53.9
R 0x100790f400 167.005 46.1
R 0x572282fc80 167.010 49.1
R 0x6651771e40 167.071 45.8
R 0x58870bfc40 167.144 54.5
R 0x69b87a3980 167.145 52.8
R 0x2eeae21440 167.155 53.7
R 0x6500496880 167.170 50.3
R 0x2ec0df8700 167.184 45.7
R 0x599b887780 167.403 49.0
R 0x366fd2ddc0 167.406 45.8
R 0x74b5d52a00 167.409 46.8
R 0x738aa58540 167.412 47.0
R 0x291dec1ac0 167.415 53.3
R 0x4a7dda44c0 167.420 50.1
R 0x4c17ec5280 167.465 45.9
R 0x62303571c0 167.466 50.4
R 0x7bea479340 167.473 46.9
R 0x3acfe0c480 167.510 48.5
R 0x62107039c0 167.536 52.5
R 0x71ed86ac80 167.538 50.7
R 0x41c921ba40 167.557 46.1
R 0x42fa1080c0 167.594 49.4
R 0x5388dd9980 167.643 46.4
R 0x71ed86a240 167.671 48.0
R 0x76f672c3c0 167.706 45.7
R 0x68287cb80 167.724 54.1
R 0x1feb65b740 167.733 50.4
R 0x4e1a52ae40 167.814 51.0
R 0x9ff8f1fc0 167.849 53.9
R 0x11c60303c0 167.874 45.9
R 0x60d2dc5640 167.877 47.2
R 0x485d9724c0 167.889 47.3
R 0x45768d3940 167.923 52.1
R 0x4625bb3f40 167.927 52.8
R 0x3182e5f800 167.962 49.8
R 0x35c5c3c3c0 167.972 52.7
R 0x2993a91bc0 167.976 46.9
R 0x249df8ea80 168.001 47.6
R 0x6ae4edff00 168.007 49.5
R 0x44c71e1d00 168.008 49.8
R 0x450ef8bb80 168.036 46.6
R 0x484489d8c0 168.050 49.8
R 0x9ff8f1dc0 168.116 52.4
R 0x68c2edd9c0 168.126 49.8
R 0x5ed13ddd00 168.197 47.8
R 0x4335740140 168.236 54.3
R 0x1156160cc0 168.238 49.3
R 0x4db5d168c0 168.302 46.3
R 0x5654eb4ac0 168.346 53.4
R 0x24fe9b13c0 168.370 50.6
R 0x44bfa6b680 168.379 49.9
R 0x5602d8ed40 168.402 47.4
R 0x41c921b100 168.428 52.9
R 0x5d65fa91c0 168.444 52.6
R 0x551a9a2280 168.559 49.3
R 0x5bd7a37440 168.594 52.5
R 0x4ce0bbae80 168.600 49.7
R 0x30fe113080 168.638 48.7
R 0x4e60186cc0 168.659 51.7
R 0x1ce1f25a40 168.731 54.2
R 0x3c98e5d280 168.774 54.6
R 0x3514634200 168.802 46.6
R 0x72f6213200 168.813 45.8
R 0x7cacf68bc0 168.817 53.9
R 0x75ff746c40 168.858 51.2
R 0x4100120f40 168.895 52.3
R 0x216cb89f00 168.946 52.1
R 0x79726ff6c0 168.950 52.0
R 0x5bb4bdd440 168.951 53.0
R 0x6d3e63280 168.951 49.9
R 0x5034d16d40 168.975 47.8
R 0x65edd04440 169.003 51.3
R 0x3233d0d700 169.004 46.4
R 0x20d6fc0c0 169.050 47.2
R 0x68c2edd180 169.062 49.9
R 0x77760f7640 169.070 47.6
R 0x47e7f8dbc0 169.085 45.4
R 0x30599016c0 169.114 53.2
R 0x65edd048c0 169.116 52.8
R 0x291f0df7c0 169.142 51.2
R 0x759fe8d5c0 169.199 49.0
R 0x10b21904c0 169.207 48.9
R 0x22f4299900 169.278 51.3
R 0x5378d85c40 169.278 47.9
R 0x51c4748100 169.385 50.9
R 0x5203c28f00 169.463 53.5
R 0xe7ecbec80 169.487 50.8
R 0x3bbfdd04c0 169.562 52.6
R 0x6fab70fc0 169.580 45.1
R 0x6b162e1a80 169.618 48.7
R 0x71ed86a800 169.621 49.3
R 0x23defd3400 169.636 49.2
R 0x651a4488c0 169.698 53.4
R 0x47a648a040 169.706 47.5
R 0x33fa97cdc0 169.718 46.7
R 0x3c07015040 169.724 54.5
R 0x6134e746c0 169.738 54.8
R 0x21d1ac9c00 169.770 48.7
R 0x485d9720c0 169.796 46.7
R 0x1fecb90b00 169.810 47.3
R 0x20d6fc040 169.820 54.1
R 0x77201f7080 169.839 48.9
R 0x3f38141ac0 169.867 54.9
R 0x2482e32940 169.884 50.1
R 0x366fd2d140 169.965 54.9
R 0x2eeae21740 169.966 48.6
R 0x653dfd0500 170.003 53.4
R 0x2bfab563c0 170.003 52.5
R 0x6bd4a1d480 170.046 51.5
R 0x6ae4edf680 170.054 46.4
R 0x28b39fb800 170.071 51.4
R 0x442db27240 170.078 46.4
R 0x216cb89380 170.089 53.9
R 0x465a122200 170.148 45.2
R 0x7df8597740 170.246 48.9
R 0x3acfe0c740 170.255 50.4
R 0x7a9c9ab9c0 170.270 49.7
R 0x21d1ac9f00 170.331 46.6
R 0x7bea479a40 170.336 51.4
R 0x76e590c7c0 170.431 52.9
R 0x2473143f40 170.470 54.8
R 0x66ad814800 170.487 46.9
R 0x4915089800 170.496 50.3
R 0x59f7d0a440 170.518 48.9
R 0x6b2b256380 170.537 54.7
R 0x1495374480 170.674 47.0
R 0x6230357840 170.695 49.8
R 0x1f108df740 170.810 54.8
R 0x1feb65bfc0 170.831 54.7
R 0x55a4f570c0 170.835 45.3
R 0x4f759dcc80 170.838 47.9
R 0x590f4d9480 170.846 45.6
R 0x1e2f393880 170.861 46.4
R 0x2be60d0200 170.886 51.9
R 0x2993a91900 170.918 48.2
R 0x4065c9f380 170.954 53.5
R 0x43df23ca00 170.994 45.1
R 0x4dfebd29c0 171.012 47.2
R 0x10b2190e40 171.044 46.4
R 0x499ceccac0 171.216 54.5
R 0x727fb31480 171.290 49.4
R 0x7855e32080 171.315 47.3
R 0x557508fbc0 171.317 52.1
R 0x485c0f15c0 171.323 54.8
R 0x394ddd1000 171.328 47.8
R 0x36fb3bf740 171.406 49.3
R 0x3a62db2440 171.419 54.0
R 0xe0b43fdc0 171.470 49.7
R 0x7c1d5cc940 171.484 53.2
R 0x3901931540 171.495 46.5
R 0x6b162e1bc0 171.495 50.1
R 0x17055f6100 171.515 47.4
R 0xa595c8100 171.545 46.4
R 0x65d2084e00 171.548 45.8
R 0x4a3f70c880 171.590 46.2
R 0xc179a8540 171.591 48.7
R 0x375ca1e800 171.720 45.7
R 0x6a8f363000 171.740 50.5
R 0x60d2dc5f80 171.753 51.8
R 0x7831c61440 171.754 52.0
R 0x1a837d4b00 171.755 49.8
R 0x5bd7a379c0 171.801 50.9
R 0x7b0b6304c0 171.897 45.8
R 0x3233d0dcc0 171.905 45.3
R 0x46abc7f9c0 171.940 49.2
R 0x7df8597180 171.943 45.8
R 0x5af24ad540 171.958 46.7
R 0x2eca03e00 172.000 54.2
R 0x2264fba1c0 172.071 51.9
R 0x2b66ce2a80 172.077 47.4
R 0x21b6ff3c80 172.091 48.0
R 0x28b39fbc80 172.155 50.3
R 0x9db8ad940 172.254 48.1
R 0x4bdf17ce00 172.263 48.0
R 0x375ca1e440 172.350 54.6
R 0x2eeae214c0 172.375 46.1
R 0x57ea1ae3c0 172.387 48.6
R 0x47b32868c0 172.389 53.5
R 0x23f7ee2c40 172.416 45.1
R 0x4bf0712280 172.429 52.7
R 0x4c03e79300 172.512 53.9
R 0x2e080bfec0 172.528 53.3
R 0x57a33c5bc0 172.542 50.5
R 0x581b093b40 172.570 50.2
R 0x28b39fb500 172.576 49.9
R 0x3552b98f00 172.591 52.5
R 0x2d67705dc0 172.596 49.2
R 0x5525d48c40 172.627 48.8
R 0xe0b43f0c0 172.630 47.7
R 0x5b3a6e3680 172.653 52.5
R 0x6258fd23c0 172.657 51.5
R 0x6144088bc0 172.673 45.8
R 0x5cab941000 172.680 47.8
R 0x4e7bdc1e00 172.752 52.1
R 0x1bb4caef00 172.806 50.2
R 0x485c0f1b40 172.818 46.8
R 0x426e416e00 172.834 48.6
R 0x6b38dfc440 172.897 47.6
R 0x67ad4650c0 172.965 50.1
R 0x28cbc7fec0 172.968 52.8
R 0x716d876f80 172.990 46.4
R 0x3233d0dd80 173.004 52.2
R 0xd3085bb80 173.020 45.2
R 0x70da124300 173.054 48.0
R 0x3a62db2e00 173.061 54.3
R 0x65a70f1e80 173.072 48.1
R 0x3d93220400 173.106 49.0
R 0x6210703140 173.143 48.4
R 0x40c2ceb80 173.256 48.5
R 0x741992bf40 173.261 52.4
R 0x2152f5e940 173.312 52.6
R 0x19f3a4d9c0 173.338 53.2
R 0x440b980c0 173.364 45.5
R 0x333389e200 173.374 49.6
R 0x7735c34a00 173.378 45.2
R 0xddbe895c0 173.387 52.9
R 0x28cbc7f640 173.417 47.6
R 0x1cc6739340 173.499 51.3
R 0x136445eb40 173.514 52.5
R 0x47b32864c0 173.588 46.7
R 0x6e810ad340 173.621 47.0
R 0x5602d8ecc0 173.643 48.3
R 0x6b8515ea00 173.651 54.1
R 0x2264fba800 173.748 46.1
R 0x3899db34c0 173.759 45.2
R 0x1f16d3f380 173.767 46.2
R 0x65a70f1000 173.769 46.2
R 0x4f6eb4c100 173.808 49.7
R 0x6ee85c4140 173.822 48.2
R 0x25b66b6d40 173.832 45.8
R 0x77201f7100 173.883 49.2
R 0x4e1a52a440 173.902 46.9
R 0x4f759dcc80 173.907 48.5
R 0x5507a3a2c0 173.955 46.3
R 0x7a9c9abe40 173.958 54.8
R 0x759fe8dc40 173.962 52.3
R 0x5fc07ba340 174.005 54.3
R 0x6258fd21c0 174.010 51.2
R 0x5bb4bdd8c0 174.037 49.7
R 0xd837c9440 174.060 46.5
R 0x5034d16c80 174.074 49.5
R 0x7ff74ea000 174.092 49.8
R 0x3d93220380 174.148 45.8
R 0x42fa108200 174.178 46.9
R 0x63ec2d5300 174.178 49.9
R 0x65e2abac40 174.194 51.2
R 0x1107a79a40 174.215 48.5
R 0x77760f7880 174.231 53.5
R 0x2eca03dc0 174.242 49.4
R 0x2482e32a80 174.292 51.6
R 0x5358e62c0 174.447 47.6
R 0x76e590cc80 174.469 52.0
R 0x3059901080 174.488 53.5
R 0x44bfa6b200 174.564 54.2
R 0xb07bb61c0 174.589 48.6
R 0x333389ec40 174.619 50.3
